crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
wheat,9.044,742.11,32.4,630.47,37.75,44.62,28.05,69.25,19.67,6.37,328.84,34.57,139.43,0.771,0.5647,0.3293,0.7179,0.1309,-0.4577,-0.6035,-0.3287,0.0441,-0.0996,0.2032,1,-0.31,9.62,0.0,0.4332,0.345,3.661,86.62
maize,3.507,753.14,34.77,676.09,27.48,30.65,19.62,92.22,14.01,6.36,213.11,21.89,155.89,0.917,0.8751,0.5947,1.0,0.1019,0.0058,-0.1345,0.0834,0.2478,0.1213,0.3257,5,7.32,0.0,0.0,0.1837,0.111,4.535,27.35
wheat,2.72,850.37,27.33,1013.5,33.08,42.21,22.71,84.24,20.25,6.08,286.1,25.03,126.24,0.744,0.8897,0.7859,0.9849,0.0826,-0.2528,-0.3298,-0.0976,0.173,0.0781,0.3245,2,7.37,7.21,0.0,0.1712,0.1436,3.93,56.88
rice,3.712,281.68,69.47,191.85,19.94,25.79,15.34,25.61,15.41,6.78,255.02,16.89,300.76,0.636,0.7882,0.6327,0.8858,0.1252,0.1484,0.0617,0.2562,0.4852,0.38,0.6415,4,-1.12,0.0,0.0,0.0209,0.0,3.622,15.67
chickpea,8.231,740.74,41.71,755.27,29.58,38.8,24.27,55.68,16.69,6.24,256.58,26.05,230.76,0.565,0.7061,0.4096,0.8791,0.1207,-0.2159,-0.2878,-0.1521,0.2051,0.105,0.3835,4,2.66,3.8,0.0,0.1854,0.2288,1.594,47.36
maize,6.33,301.94,34.77,309.7,24.45,29.46,18.5,89.07,7.29,7.55,309.51,19.0,124.17,0.882,0.5756,0.3333,0.6928,0.0643,-0.0631,-0.2322,0.1175,0.2322,0.0626,0.3799,1,5.27,0.0,0.0,0.2571,0.2686,4.231,50.63
maize,7.834,688.81,18.78,777.77,22.97,28.54,15.01,74.92,13.22,8.2,332.53,37.56,109.65,0.561,0.7327,0.5418,0.9236,0.0739,-0.1934,-0.3709,-0.0871,0.2882,0.1256,0.4643,4,3.53,0.0,0.0,0.2182,0.2506,4.633,46.23
rice,6.902,483.87,7.42,396.23,31.17,37.52,24.84,68.33,4.4,8.2,215.21,20.02,147.56,0.482,0.6241,0.4915,0.767,0.0912,-0.2134,-0.3078,-0.0415,0.3395,0.2687,0.5112,1,8.69,2.52,0.0,0.1945,0.2918,3.04,67.78
wheat,6.371,1100.8,27.27,718.04,32.61,39.16,28.36,85.92,17.29,7.15,244.34,16.96,269.13,0.877,0.6147,0.4456,0.7844,0.0218,-0.3721,-0.5639,-0.2823,0.0062,-0.0477,0.1292,4,10.62,4.16,0.0,0.3809,0.3045,3.523,67.1
rice,8.873,891.85,22.87,971.5,26.11,33.86,20.04,43.42,10.07,6.11,215.87,48.42,159.77,0.615,0.6162,0.3235,0.7337,0.0971,-0.2351,-0.3706,-0.101,0.1766,0.1204,0.2964,3,1.69,0.0,0.0,0.0434,0.1038,3.724,27.61
rice,2.826,637.9,21.42,607.97,30.05,39.17,21.21,53.22,21.59,7.23,207.3,21.61,193.2,0.808,0.6938,0.4791,0.7988,0.0882,-0.2883,-0.3404,-0.0985,0.2509,0.1238,0.3292,1,6.93,4.17,0.0,0.1271,0.22,3.183,38.45
soybean,5.72,398.02,11.11,275.99,30.65,37.07,22.47,42.35,27.1,5.25,227.37,30.31,146.65,1.136,0.7638,0.5712,0.9363,0.1446,-0.3332,-0.4059,-0.2356,0.1756,0.0693,0.2579,4,3.3,2.07,0.0,0.0441,0.1171,1.606,45.05
wheat,6.852,624.81,54.88,666.96,33.66,39.64,29.34,62.52,11.83,5.58,242.88,14.03,176.04,0.9,0.6216,0.3935,0.7321,0.0989,-0.241,-0.3157,-0.136,0.0793,-0.031,0.1368,4,1.13,4.64,0.0,0.257,0.3289,4.023,77.43
wheat,6.322,592.9,62.58,414.49,25.62,32.16,18.63,51.0,9.09,5.82,240.13,23.89,88.18,0.566,0.6806,0.4997,0.8104,0.1033,-0.0787,-0.2391,0.059,0.3295,0.1841,0.5,3,2.04,0.0,0.0,0.0962,0.1558,4.592,34.62
maize,2.346,323.31,20.49,237.52,31.91,39.2,25.59,46.63,18.07,8.0,198.01,17.06,182.59,0.774,0.63,0.4477,0.8249,0.0833,-0.3669,-0.5037,-0.2686,0.103,-0.0223,0.2609,5,9.61,4.2,0.0,0.103,0.1619,3.284,62.07
rice,1.05,693.5,36.46,554.08,34.68,42.7,26.48,79.05,13.84,8.11,345.12,33.94,89.37,0.467,0.3955,0.2383,0.4911,0.0875,-0.4556,-0.6069,-0.3452,0.0353,-0.0669,0.1152,3,-2.02,7.7,0.0,0.4172,0.3747,2.274,92.4
wheat,0.913,467.36,26.7,552.87,24.35,32.88,16.34,49.21,24.27,6.44,167.78,9.19,211.07,0.705,0.6641,0.4507,0.798,0.1068,-0.039,-0.1057,0.0802,0.3357,0.2581,0.3952,5,-7.05,0.0,0.0,0.0422,0.0539,4.821,23.82
chickpea,1.236,580.32,25.08,623.11,29.7,36.81,24.16,43.02,11.98,6.09,255.36,30.96,97.76,0.949,0.696,0.541,0.7929,0.0857,-0.3113,-0.4505,-0.1603,0.1654,-0.0012,0.3361,2,11.28,1.81,0.0,0.0704,0.1118,1.379,36.56
maize,9.548,652.87,98.18,716.89,23.74,28.9,16.15,76.31,15.86,6.84,231.57,10.82,127.25,0.494,0.6647,0.4167,0.7893,0.057,0.1561,0.0505,0.2912,0.4632,0.2851,0.5962,5,4.81,0.0,0.818,0.2211,0.2917,4.106,45.27
maize,4.444,362.14,35.19,362.47,20.53,25.71,16.21,78.82,13.26,6.22,433.53,38.15,99.64,0.942,0.819,0.6469,0.9839,0.0915,0.1046,-0.0145,0.2709,0.3134,0.1514,0.3702,2,16.03,0.0,0.0,0.1863,0.2185,3.952,16.46
chickpea,6.08,355.67,7.63,298.12,25.85,35.79,19.34,54.04,17.06,6.85,299.78,24.36,159.61,0.951,0.6895,0.5707,0.7964,0.1588,-0.2747,-0.3914,-0.1318,0.1323,0.0216,0.2855,3,0.89,0.79,0.0,0.0645,0.0,1.246,15.48
cotton,8.445,713.98,6.33,550.22,25.62,33.59,18.84,61.46,19.81,6.75,160.17,36.59,186.57,0.567,0.7259,0.504,0.8254,0.0907,-0.0775,-0.2718,0.003,0.3107,0.1379,0.4545,1,12.45,0.0,0.0,0.0615,0.1033,0.663,20.1
wheat,5.724,568.63,38.43,576.39,21.01,31.08,15.57,69.15,19.11,6.62,183.78,26.98,140.37,0.817,0.822,0.5794,1.0,0.0733,0.1378,-0.0342,0.3229,0.4028,0.283,0.5636,3,5.88,0.0,0.0,0.1296,0.1281,4.778,25.89
rice,0.546,346.74,33.15,399.77,23.72,31.75,16.69,57.17,16.4,6.36,308.64,20.82,74.5,0.814,0.6559,0.3692,0.789,0.1047,-0.0108,-0.1456,0.0428,0.2771,0.2124,0.3978,4,-2.93,0.0,0.0,0.0735,0.0,3.06,23.0
soybean,7.868,1022.22,9.98,753.33,33.53,39.48,24.21,57.83,8.43,6.86,225.32,5.0,255.85,0.703,0.6877,0.5716,0.8077,0.0686,-0.3253,-0.4243,-0.1845,0.0211,-0.0354,0.1472,2,5.65,4.48,0.0,0.2043,0.2077,1.057,54.81
wheat,1.331,895.1,23.21,888.51,30.5,37.34,25.02,75.7,8.66,7.34,300.57,14.33,104.9,1.512,0.5215,0.3913,0.6931,0.0718,-0.1521,-0.2175,-0.0806,0.2774,0.1869,0.3595,1,6.02,2.34,0.0,0.2647,0.122,4.256,66.08
cotton,6.889,779.25,11.19,731.12,29.75,38.51,24.53,75.34,10.51,5.12,181.04,19.73,268.0,1.222,0.5742,0.3241,0.6576,0.108,-0.1495,-0.3411,-0.0803,0.1899,0.0308,0.3534,4,6.84,3.51,0.0,0.2097,0.1823,0.48,73.43
rice,3.61,641.74,23.35,757.0,27.55,35.51,24.2,80.76,14.27,6.26,324.15,17.94,164.86,1.071,0.7788,0.488,0.9316,0.0826,-0.1546,-0.2638,-0.0048,0.2768,0.1411,0.3343,4,8.55,0.51,0.0,0.2369,0.0,3.232,24.32
soybean,2.283,508.03,137.28,465.73,20.67,26.78,14.07,66.6,10.39,6.42,217.53,5.0,76.42,0.837,0.6819,0.5684,0.7833,0.082,0.3319,0.2043,0.394,0.5877,0.4345,0.7272,5,2.93,0.0,4.728,0.1509,0.3332,1.411,60.8
soybean,6.207,618.13,11.42,619.01,25.37,31.33,18.07,81.37,11.24,6.58,114.14,20.76,111.79,0.796,0.5441,0.271,0.6338,0.0813,-0.077,-0.2608,0.0623,0.2343,0.1563,0.3181,4,8.96,0.0,0.0,0.3969,0.3346,1.445,55.35
maize,1.229,449.44,4.15,422.62,31.57,39.14,23.28,66.8,14.01,7.24,226.75,36.55,257.38,0.854,0.7691,0.6535,0.887,0.1448,-0.1112,-0.2277,-0.0362,0.2039,0.1052,0.3562,3,11.76,4.14,0.0,0.2898,0.2009,3.354,49.55
soybean,2.529,633.91,67.84,505.97,26.59,32.09,17.71,82.8,13.53,6.35,252.38,7.59,204.42,0.702,0.6554,0.477,0.7928,0.0952,-0.095,-0.1793,0.101,0.2258,0.0911,0.3007,1,-2.87,0.0,0.0,0.2889,0.1371,1.519,40.67
maize,5.489,685.23,32.67,746.35,31.19,38.18,24.56,85.74,17.27,7.36,309.29,34.45,239.13,0.503,0.6923,0.4403,0.8759,0.0531,-0.1833,-0.3227,-0.1026,0.2012,0.0498,0.3682,4,-5.04,3.18,0.0,0.5405,0.3278,4.382,66.55
wheat,4.311,711.42,10.68,741.34,20.66,26.28,14.25,47.57,19.28,7.24,267.22,27.69,197.97,0.729,0.8495,0.7414,0.9915,0.1288,0.1121,0.0475,0.2337,0.3429,0.2263,0.4545,3,-1.66,0.0,0.0,0.0337,0.0994,4.694,26.73
wheat,5.793,678.03,46.34,749.69,33.78,41.03,23.64,47.25,1.0,6.18,308.95,40.81,125.63,0.858,0.7892,0.6433,0.8889,0.0903,-0.3178,-0.5087,-0.1818,0.1309,0.0709,0.2132,5,4.5,6.03,0.0,0.131,0.2102,3.829,44.49
maize,4.88,584.36,30.34,399.65,26.1,32.05,15.43,55.1,17.22,6.93,274.09,16.08,234.04,1.02,0.6785,0.5399,0.7607,0.0473,-0.179,-0.369,-0.0202,0.1611,0.104,0.2498,2,3.84,0.0,0.0,0.0436,0.1595,4.276,34.47
maize,4.336,760.55,22.87,741.33,25.22,31.23,17.58,85.29,7.42,7.63,362.31,23.77,101.37,1.205,0.8446,0.6986,0.9595,0.096,-0.0439,-0.2341,0.0117,0.3169,0.1673,0.4635,1,3.78,0.0,0.0,0.1679,0.0794,4.444,32.57
maize,1.26,462.44,27.21,542.16,30.25,35.79,25.7,52.98,20.48,6.12,375.17,24.05,164.88,0.808,0.7681,0.5012,0.9014,0.0951,-0.1512,-0.3126,-0.0686,0.214,0.0854,0.285,2,10.1,0.79,0.0,0.0981,0.1054,4.397,27.65
cotton,5.339,916.26,28.14,1020.24,28.44,32.12,20.05,59.46,22.83,6.26,176.57,21.24,142.33,0.818,0.6118,0.3627,0.7278,0.0688,-0.1849,-0.3002,-0.1041,0.2333,0.1704,0.3248,5,5.48,0.0,0.0,0.0908,0.0,0.325,32.43
wheat,1.257,1123.96,65.7,1387.18,23.42,31.37,16.41,65.03,17.92,7.23,285.65,30.22,259.08,1.035,0.7048,0.4525,0.897,0.1211,0.0167,-0.0347,0.1864,0.3706,0.2427,0.5006,2,3.09,0.0,0.0,0.0579,0.0248,4.497,23.61
chickpea,4.003,973.72,77.23,788.78,30.33,35.9,23.29,66.75,1.0,6.5,286.29,11.2,196.04,1.286,0.6255,0.483,0.7382,0.1374,-0.1914,-0.277,-0.1299,0.2548,0.1609,0.3295,2,19.17,0.9,0.0,0.3899,0.1966,0.944,50.79
cotton,4.394,1017.15,8.43,738.9,22.49,30.95,17.7,55.28,21.25,6.7,312.32,23.64,192.41,1.16,0.7869,0.6429,0.956,0.1113,-0.0699,-0.2489,0.1053,0.2445,0.1368,0.3901,2,2.6,0.0,0.0,0.04,0.1064,0.915,16.13
maize,8.38,579.0,65.67,408.36,20.67,32.45,11.26,50.13,9.57,5.54,250.27,26.39,200.78,0.862,0.8202,0.6154,0.9765,0.1091,-0.0059,-0.098,0.1644,0.5173,0.4652,0.6036,5,10.34,0.0,0.0,0.0622,0.0492,4.497,25.46
soybean,9.076,1074.85,23.81,814.8,31.07,35.64,25.63,71.04,12.85,5.39,242.69,21.15,205.84,1.156,0.6247,0.3866,0.8032,0.1325,-0.1242,-0.2115,-0.0442,0.1481,-0.0198,0.3269,4,-5.15,0.64,0.0,0.1586,0.158,1.341,50.19
soybean,7.004,755.77,53.34,580.9,26.53,34.13,21.39,65.93,14.36,6.39,273.39,25.61,139.74,0.835,0.7442,0.6064,0.8297,0.0713,-0.0636,-0.1717,0.1067,0.3736,0.2597,0.4423,3,3.67,0.0,0.0,0.1097,0.2417,1.521,17.43
cotton,2.971,895.5,87.89,975.41,25.42,30.3,22.28,44.92,12.87,4.91,311.63,20.89,156.28,0.641,0.8266,0.6994,0.9847,0.1161,-0.0277,-0.1142,0.0406,0.3533,0.1811,0.4454,2,12.79,0.0,0.0,0.0598,0.1916,0.787,43.86
rice,3.677,1027.8,7.9,676.78,27.75,35.16,20.22,52.38,17.68,6.56,187.7,26.06,191.35,0.917,0.5562,0.3364,0.7476,0.0681,-0.2028,-0.3387,-0.1221,0.1775,0.1032,0.2446,5,6.85,0.16,0.0,0.1654,0.1608,2.933,34.21
rice,9.522,1185.45,29.54,821.2,20.48,29.03,11.2,58.63,6.37,7.24,291.13,31.46,237.36,0.66,0.8626,0.6024,1.0,0.1343,0.1071,0.0541,0.223,0.3774,0.3146,0.4421,3,0.99,0.0,0.0,0.062,0.2302,3.242,22.89
maize,5.724,490.15,32.93,387.95,23.06,29.59,16.26,98.0,2.95,6.74,246.32,13.65,138.54,0.848,0.8319,0.5416,0.9126,0.1193,0.0589,-0.0244,0.2206,0.4844,0.3824,0.6088,5,7.35,0.0,0.0,0.126,0.1538,4.571,29.25
chickpea,4.744,532.43,30.09,430.19,23.73,30.09,20.67,59.08,8.29,5.79,210.02,28.06,154.69,0.577,0.9444,0.8023,1.0,0.0732,0.0239,-0.1687,0.1888,0.3327,0.1745,0.431,3,-0.54,0.0,0.0,0.0816,0.0401,1.238,34.33
chickpea,9.857,724.96,28.68,645.86,22.78,26.71,17.44,76.37,3.13,6.8,118.29,22.72,156.2,0.647,0.691,0.4161,0.8238,0.0642,0.0091,-0.1555,0.1957,0.2675,0.1606,0.4389,1,4.82,0.0,0.0,0.1277,0.0017,1.661,24.57
wheat,1.338,786.31,2.24,871.73,31.24,39.71,20.92,81.3,7.21,7.28,240.79,22.16,111.23,0.321,0.7249,0.579,0.8904,0.0731,-0.3178,-0.4942,-0.1828,0.137,-0.0065,0.2169,4,-0.18,4.71,0.0,0.2427,0.2267,4.104,52.42
cotton,9.004,1076.48,27.44,1012.07,27.94,32.61,18.56,47.35,13.26,7.27,254.53,19.52,166.76,0.466,0.7553,0.5288,0.9357,0.121,-0.2643,-0.33,-0.0908,0.2344,0.1789,0.3069,5,3.17,0.0,0.0,0.1227,0.2241,0.602,31.73
cotton,1.611,601.52,14.85,618.47,25.35,35.6,16.87,49.97,19.7,6.02,253.5,34.11,193.15,1.183,0.6011,0.4753,0.7315,0.0834,0.0914,-0.0886,0.1837,0.2038,0.0593,0.2818,3,-1.01,0.6,0.0,0.1252,0.2446,0.606,41.72
chickpea,8.394,481.9,17.79,336.81,28.31,34.7,20.58,91.38,16.56,6.36,285.22,43.59,259.51,1.354,0.7596,0.47,0.9091,0.0827,-0.2972,-0.3747,-0.1619,0.3599,0.2875,0.4457,3,-0.14,0.0,0.0,0.1905,0.1606,1.283,16.04
maize,4.34,603.39,21.51,684.13,27.49,35.68,19.86,70.68,21.35,6.59,224.49,24.03,174.01,0.919,0.6759,0.3804,0.7617,0.0321,-0.105,-0.17,-0.0068,0.1984,0.1261,0.373,1,2.68,0.68,0.0,0.1383,0.1708,4.171,34.7
chickpea,1.914,612.45,29.2,571.2,31.61,38.14,24.35,75.86,15.0,6.38,190.07,36.1,189.15,1.079,0.643,0.5186,0.73,0.0626,-0.174,-0.309,-0.0896,0.2692,0.1659,0.4487,2,1.23,3.14,0.0,0.2282,0.2384,1.587,43.87
soybean,4.507,931.54,25.52,1016.08,31.9,44.87,24.33,88.33,4.03,7.34,187.76,16.27,106.11,0.849,0.7682,0.5496,0.949,0.0717,-0.1005,-0.2352,0.0511,0.1461,0.0399,0.2437,5,2.57,9.87,0.0,0.1998,0.2777,1.406,72.13
maize,1.068,596.94,39.66,735.89,26.93,31.0,16.68,72.8,13.08,6.58,324.8,18.75,176.05,0.711,0.5856,0.4568,0.6863,0.104,-0.0191,-0.0965,0.1396,0.2624,0.1705,0.4315,1,2.72,0.0,0.0,0.1322,0.0,4.627,30.05
cotton,4.202,915.18,43.27,896.14,23.95,29.91,16.17,46.6,19.24,7.33,272.77,5.0,102.53,1.4,0.8399,0.604,1.0,0.1098,-0.1117,-0.1991,-0.0082,0.3328,0.2642,0.5049,4,1.26,0.0,0.0,0.109,0.1315,0.839,30.91
chickpea,6.32,358.05,94.41,375.43,29.73,38.2,24.15,72.37,12.56,7.15,324.52,41.77,194.58,1.328,0.9123,0.6683,1.0,0.0626,-0.1526,-0.3229,-0.0194,0.4129,0.3334,0.5635,2,8.57,3.2,0.441,0.1802,0.2247,1.435,46.83
maize,1.563,325.26,46.16,238.93,31.2,37.96,21.84,51.61,11.24,5.31,137.03,19.17,215.29,0.849,0.6325,0.335,0.8237,0.1048,-0.0418,-0.2138,0.1444,0.3075,0.1942,0.3924,5,1.13,2.96,0.0,0.1243,0.2367,3.903,62.18
wheat,6.21,1067.12,40.88,1221.39,29.93,36.02,21.12,67.84,4.36,5.31,199.83,31.39,232.95,0.859,0.6499,0.3738,0.8154,0.0852,-0.2271,-0.402,-0.0499,0.2811,0.1727,0.3656,4,4.13,1.02,0.0,0.2298,0.1223,4.032,50.96
maize,7.961,465.74,10.39,409.57,30.87,43.31,20.2,61.98,16.43,6.33,325.86,20.53,252.57,0.634,0.8054,0.6395,0.983,0.0913,-0.3288,-0.5059,-0.2712,0.1234,-0.0254,0.2492,1,-6.51,8.31,0.0,0.1009,0.1468,3.523,49.84
maize,5.72,511.96,66.89,366.55,21.92,30.21,15.39,83.57,13.17,8.2,221.46,24.19,197.6,0.809,0.7071,0.554,0.7937,0.1286,0.1314,-0.0662,0.2372,0.355,0.2332,0.4833,2,-3.5,0.0,0.0,0.1706,0.0726,4.459,41.47
maize,8.695,303.86,30.71,335.11,26.57,33.54,17.57,73.67,8.47,7.9,276.73,5.53,120.01,0.536,0.7654,0.5401,0.9516,0.0347,-0.0941,-0.1775,0.0233,0.3233,0.2556,0.417,2,4.12,0.0,0.0,0.1154,0.1138,4.183,37.5
maize,4.166,812.84,26.59,895.24,30.63,36.11,22.9,55.72,13.21,6.82,187.7,24.85,218.8,0.709,0.6138,0.4246,0.7238,0.0994,-0.3151,-0.4367,-0.1199,0.0853,0.0181,0.1657,3,7.78,1.11,0.0,0.1568,0.2594,4.008,43.06
wheat,4.134,698.75,73.79,640.83,27.54,33.0,17.08,78.41,20.34,6.57,214.45,22.49,350.0,1.071,0.7942,0.6078,0.8913,0.02,-0.1776,-0.2749,-0.0975,0.2897,0.1572,0.4542,1,7.6,0.0,0.0,0.2505,0.1428,4.409,19.03
maize,9.936,673.1,42.79,538.56,26.9,32.4,20.12,65.48,12.3,6.05,308.49,34.35,50.0,0.728,0.7138,0.4592,0.854,0.0869,-0.0845,-0.2571,-0.0046,0.3773,0.2679,0.5286,1,-0.38,0.0,0.0,0.1897,0.219,4.052,32.5
chickpea,5.857,545.65,25.68,480.55,25.67,34.01,18.5,60.09,16.61,6.92,262.69,30.33,239.77,0.535,0.657,0.4075,0.8359,0.101,-0.0711,-0.1305,0.042,0.1951,0.0574,0.2576,3,12.07,0.0,0.0,0.1204,0.2235,1.689,28.03
maize,1.775,588.46,37.08,587.31,15.65,21.61,9.71,73.53,15.09,6.79,258.7,33.12,146.64,0.421,0.6508,0.3678,0.7755,0.0986,0.3827,0.2853,0.4941,0.476,0.3632,0.5807,4,1.55,0.0,0.0,0.0821,0.0607,4.827,23.75
chickpea,2.188,837.0,24.73,901.31,23.85,30.64,16.7,72.43,7.58,7.58,338.68,26.65,211.53,0.991,0.7866,0.5068,0.9493,0.1155,0.0254,-0.0252,0.1874,0.3009,0.2356,0.472,1,-10.0,0.0,0.0,0.1792,0.2476,1.473,26.84
wheat,2.429,619.47,21.54,734.12,31.0,38.44,26.73,74.81,23.41,6.25,320.13,43.45,248.86,0.424,0.6717,0.5145,0.8377,0.1314,-0.283,-0.4107,-0.0835,0.2191,0.057,0.3506,4,3.86,3.44,0.0,0.1106,0.2217,4.746,44.79
cotton,7.233,857.22,22.36,734.54,32.68,41.43,26.35,59.17,10.22,7.38,160.69,29.56,131.29,0.641,0.605,0.3336,0.7335,0.0709,-0.3352,-0.5053,-0.1513,0.0482,-0.0533,0.1187,2,5.64,6.43,0.0,0.2692,0.216,0.713,68.86
rice,4.786,836.09,20.94,902.62,31.21,40.99,25.17,60.71,10.52,5.55,321.75,14.11,243.31,0.796,0.653,0.4508,0.8154,0.0618,-0.309,-0.497,-0.2433,0.059,-0.0176,0.2356,3,6.17,5.99,0.0,0.2699,0.1058,2.312,70.04
chickpea,1.132,699.95,12.5,465.8,35.34,41.54,30.69,81.92,14.76,6.86,239.15,21.83,207.6,0.985,0.6168,0.4943,0.784,0.0488,-0.5159,-0.5908,-0.4278,0.092,-0.0484,0.2366,4,4.98,6.54,0.0,0.374,0.3085,1.116,68.36
rice,6.891,322.16,22.65,211.8,28.47,35.76,21.02,78.1,13.99,7.02,230.5,18.29,155.78,0.986,0.7861,0.5668,0.8901,0.1347,-0.0314,-0.1389,0.1445,0.2616,0.2046,0.3917,2,-4.46,0.76,0.0,0.2154,0.2984,3.577,35.21
soybean,8.996,515.57,50.59,427.16,28.94,35.56,23.37,65.97,5.26,5.94,223.95,20.14,112.13,1.01,0.7041,0.5248,0.7968,0.1365,-0.1874,-0.3684,-0.0281,0.3129,0.1809,0.3672,1,-0.25,0.56,0.0,0.116,0.1955,1.312,45.86
wheat,8.666,828.83,14.53,547.03,31.08,36.51,25.34,76.81,9.47,7.67,196.72,18.41,169.1,0.938,0.5806,0.4208,0.6825,0.1152,-0.3439,-0.5095,-0.2579,0.2065,0.1096,0.375,5,15.49,1.51,0.0,0.3984,0.2647,4.248,64.08
maize,2.322,994.41,101.55,695.39,28.19,34.94,15.37,57.24,14.98,7.34,284.16,7.77,164.43,0.645,0.6195,0.5066,0.7572,0.099,-0.062,-0.244,0.1291,0.376,0.2073,0.5389,3,5.41,0.0,1.155,0.2413,0.2502,4.015,58.6
rice,7.715,948.19,16.77,1120.25,22.4,28.3,17.61,57.79,13.62,6.87,305.6,15.56,295.88,0.423,0.7968,0.5219,0.9799,0.067,-0.0284,-0.2252,0.0854,0.2055,0.0543,0.3224,5,-0.26,0.0,0.0,0.0771,0.1408,3.331,17.63
wheat,4.993,601.89,40.71,722.44,28.41,33.39,20.21,71.54,7.36,7.12,200.18,18.65,154.73,0.718,0.7638,0.6159,0.9397,0.0819,-0.0579,-0.1237,0.031,0.248,0.0962,0.3939,4,12.51,0.0,0.0,0.1018,0.0709,4.816,19.8
soybean,2.445,789.12,21.01,860.55,26.66,35.83,20.41,88.54,2.67,6.25,161.09,24.42,237.99,0.897,0.6735,0.5497,0.7889,0.0962,-0.0502,-0.1327,0.0703,0.2549,0.0955,0.3777,3,10.2,0.83,0.0,0.1999,0.0907,1.513,31.64
maize,5.213,624.49,84.68,737.25,24.87,33.12,13.87,54.49,24.17,6.79,310.54,15.18,268.96,0.379,0.93,0.6593,1.0,0.088,0.1259,-0.0705,0.2846,0.3844,0.3197,0.4392,4,9.18,0.0,0.0,0.117,0.0887,3.996,17.82
cotton,2.349,808.15,16.8,765.17,26.85,36.06,17.09,61.04,11.2,7.95,277.05,22.68,213.2,0.523,0.6795,0.4134,0.8115,0.0921,-0.2022,-0.3709,-0.1006,0.2388,0.0812,0.3626,3,7.8,1.06,0.0,0.1001,0.1067,1.171,42.58
rice,5.843,234.38,26.6,210.92,23.64,30.38,17.3,76.51,4.69,5.96,250.11,33.8,174.69,0.293,0.8145,0.696,0.9882,0.1084,0.0439,-0.156,0.2435,0.2309,0.0712,0.3266,1,10.72,0.0,0.0,0.1616,0.1757,2.767,30.97
cotton,3.391,838.05,26.37,593.57,29.02,34.8,22.88,65.99,13.83,7.18,276.39,30.92,148.33,0.439,0.6706,0.3961,0.8001,0.1075,-0.2803,-0.4115,-0.1588,0.3435,0.2174,0.424,3,16.51,0.0,0.0,0.0947,0.1867,0.496,29.6
cotton,4.146,329.38,34.83,411.63,34.49,40.39,29.12,72.56,20.56,7.34,149.82,20.45,184.4,0.777,0.63,0.4143,0.7233,0.0941,-0.3363,-0.3907,-0.2815,0.214,0.038,0.2996,1,9.18,5.39,0.0,0.2749,0.2569,0.413,67.68
rice,0.616,913.77,37.6,975.29,28.59,33.96,21.6,74.48,23.13,6.37,117.07,18.2,180.94,0.741,0.7631,0.5686,0.945,0.1117,-0.2137,-0.3253,-0.1396,0.2806,0.1885,0.3382,5,9.03,0.0,0.0,0.1815,0.0,3.438,27.43
cotton,3.464,835.89,73.15,728.05,26.65,28.7,23.65,64.81,16.9,6.96,310.09,31.24,140.45,0.536,0.7809,0.6772,0.883,0.1305,-0.0499,-0.1915,0.0558,0.3021,0.1413,0.3697,4,0.42,0.0,0.0,0.1714,0.1719,0.648,20.81
soybean,3.14,593.46,20.56,682.76,26.52,34.92,19.16,56.11,12.06,6.98,316.24,29.15,72.69,0.94,0.5909,0.3319,0.7884,0.0875,-0.0937,-0.228,0.0812,0.23,0.1208,0.315,1,18.56,0.0,0.0,0.1217,0.2824,1.642,38.84
chickpea,3.111,635.31,32.3,493.0,39.79,46.49,33.7,57.38,16.63,6.0,243.84,13.41,145.03,0.272,0.6135,0.3324,0.7173,0.0352,-0.4944,-0.5893,-0.3333,-0.0142,-0.1471,0.0369,3,1.72,11.49,0.0,0.2772,0.3865,0.983,85.92
rice,1.284,778.18,16.52,508.46,29.47,38.66,23.46,69.69,1.0,5.85,431.3,17.2,162.68,0.936,0.6755,0.4115,0.8195,0.0564,-0.1389,-0.2461,-0.0149,0.2352,0.1396,0.3828,2,13.42,3.66,0.0,0.1764,0.4313,3.163,58.17
cotton,5.904,466.3,33.99,535.18,25.49,33.4,19.27,61.16,16.76,6.56,228.92,22.08,188.1,0.784,0.6054,0.3277,0.7113,0.0718,-0.1223,-0.2236,0.0502,0.2137,0.0686,0.342,5,9.27,0.0,0.0,0.1063,0.0,0.898,22.83
rice,1.319,590.74,21.35,707.64,22.1,30.04,12.76,82.84,10.85,6.53,130.45,31.22,95.81,0.561,0.7686,0.6021,0.8893,0.0768,0.0721,-0.0432,0.2317,0.2393,0.1394,0.315,4,0.78,0.0,0.0,0.1112,0.1372,3.119,25.35
rice,2.858,414.03,11.24,389.9,25.54,34.49,17.9,54.18,9.5,7.13,207.7,28.39,158.2,1.12,0.7704,0.6002,0.9331,0.1166,-0.1379,-0.2933,-0.0718,0.2247,0.1739,0.2929,4,5.45,0.0,0.0,0.0493,0.1503,3.33,28.27
