crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_estimate,risk_score_estimate
rice,3.981,196.86,23.21,187.43,29.12,35.71,18.16,64.22,16.23,7.33,174.0,33.86,207.57,0.748,0.7258,0.5536,0.8852,0.0982,-0.1995,-0.3683,-0.0499,0.1883,0.1369,0.2608,5,0.84,0.71,0.0,0.0477,0.0279,3.037,17.45
maize,1.043,1121.21,77.46,1028.2,29.13,33.88,20.28,74.38,2.76,6.09,176.98,31.38,183.93,1.008,0.8194,0.5994,0.9046,0.0918,-0.1065,-0.256,-0.0216,0.3285,0.1702,0.4446,4,19.24,0.0,0.0,0.1873,0.1653,3.985,21.66
maize,9.482,671.11,19.03,494.79,29.71,39.5,21.2,72.75,14.75,7.42,223.4,20.59,172.69,0.611,0.6997,0.5253,0.8485,0.13,-0.1857,-0.3749,-0.0294,0.1938,0.0795,0.249,3,4.67,4.5,0.0,0.2655,0.2262,3.853,62.65
chickpea,6.123,1075.05,12.11,1181.63,19.9,27.15,10.44,56.98,18.69,6.32,298.14,18.36,274.28,0.847,0.7581,0.6381,0.9365,0.1316,0.1252,0.0076,0.3036,0.411,0.3149,0.5046,1,0.56,0.0,0.0,0.0668,0.1305,1.401,20.62
maize,3.437,782.0,28.24,746.72,26.5,31.67,21.34,37.39,9.92,6.88,336.74,22.17,283.41,1.061,0.7778,0.5041,0.8836,0.1224,-0.1285,-0.3244,0.0403,0.3038,0.2418,0.4562,4,15.27,0.0,0.0,0.0296,0.1671,4.546,15.92
rice,0.929,808.63,69.12,1007.27,31.57,38.33,26.25,65.76,8.67,6.34,255.69,40.27,135.18,0.919,0.6332,0.4654,0.7454,0.1394,-0.1112,-0.1959,0.0299,0.1593,0.086,0.274,5,16.07,3.33,0.0,0.3445,0.0702,2.782,45.84
cotton,0.765,747.28,0.86,781.3,28.32,36.66,21.06,58.98,19.29,7.25,255.61,5.0,131.98,0.567,0.7306,0.5193,0.8981,0.0986,-0.1146,-0.2594,0.0155,0.1493,0.0401,0.2264,5,4.55,1.66,0.0,0.0734,0.3304,0.805,48.06
rice,7.049,752.8,49.44,731.95,33.64,42.53,27.04,52.48,18.44,7.22,215.73,25.01,258.04,0.793,0.6381,0.4641,0.7655,0.1098,-0.3193,-0.452,-0.1862,0.135,0.0778,0.2783,2,0.96,7.53,0.0,0.1534,0.244,2.8,61.0
cotton,6.702,804.54,8.16,578.56,21.65,25.5,14.4,87.19,3.93,7.73,261.99,29.29,181.09,0.787,0.7221,0.5566,0.8282,0.0773,-0.0052,-0.1729,0.1046,0.2805,0.1366,0.3519,4,2.09,0.0,0.0,0.0572,0.1814,0.884,31.27
chickpea,8.258,722.12,20.2,688.76,32.62,39.9,24.03,28.1,8.87,4.97,254.37,22.62,195.11,0.492,0.7676,0.54,0.9201,0.1324,-0.3674,-0.5205,-0.2689,0.1438,0.0376,0.225,2,16.81,4.9,0.0,0.0397,0.1137,1.397,47.36
rice,5.55,256.34,48.39,309.54,25.88,34.66,15.73,69.94,15.96,6.91,191.25,19.69,195.35,0.45,0.6737,0.5563,0.8397,0.0689,-0.0488,-0.1921,0.0861,0.2724,0.1008,0.3562,2,1.76,0.0,0.0,0.1323,0.2053,2.873,34.08
wheat,8.088,702.29,5.28,810.32,16.75,20.75,10.72,46.49,12.2,7.04,187.33,29.34,149.41,0.962,0.6429,0.449,0.7908,0.1278,0.0241,-0.0523,0.2161,0.4171,0.3554,0.5112,1,2.34,0.0,0.0,0.0412,0.0447,4.466,23.67
rice,2.0,514.03,37.43,506.23,33.42,41.52,28.86,78.4,10.37,6.43,301.82,24.43,292.39,0.816,0.8336,0.537,0.9568,0.1172,-0.2347,-0.3653,-0.0378,0.191,0.0161,0.3236,3,5.51,6.52,0.0,0.2378,0.2639,2.984,52.66
maize,9.677,568.08,53.27,677.14,29.34,34.64,21.98,52.54,5.03,7.18,301.85,26.73,155.65,0.864,0.7922,0.4948,0.9216,0.0692,-0.1311,-0.2852,0.017,0.4086,0.2941,0.5413,5,8.3,0.0,0.0,0.1003,0.0952,4.687,19.25
rice,8.001,465.6,62.68,391.65,25.15,31.22,14.09,66.94,6.25,6.31,350.06,27.25,138.49,1.296,0.6959,0.4595,0.7943,0.0653,0.077,0.0152,0.1363,0.3123,0.2616,0.49,4,2.42,0.0,0.0,0.3038,0.1859,2.885,43.84
maize,1.676,1011.56,85.59,1222.38,31.47,37.16,22.55,43.79,16.08,6.39,200.66,45.65,194.9,1.192,0.7012,0.6007,0.8221,0.1508,-0.126,-0.19,0.0023,0.3187,0.2323,0.3904,5,1.29,2.16,0.0,0.1774,0.162,3.6,33.82
cotton,6.355,691.02,58.35,466.52,29.21,36.42,24.59,78.19,15.94,6.72,260.65,18.94,160.79,0.912,0.6336,0.412,0.7987,0.1436,-0.1334,-0.2862,-0.0224,0.2901,0.176,0.4458,5,2.35,1.42,0.0,0.3512,0.1203,0.682,41.04
chickpea,5.028,710.37,25.35,763.63,33.34,41.42,26.51,74.38,9.95,6.01,248.36,32.44,168.3,0.579,0.7268,0.6144,0.9221,0.1036,-0.1842,-0.2538,-0.1035,0.2242,0.1064,0.3014,2,-3.65,6.42,0.0,0.186,0.2214,1.018,58.97
chickpea,3.92,509.4,30.8,383.01,23.32,27.48,14.82,80.57,8.61,7.12,313.93,28.79,124.54,0.986,0.7892,0.6328,0.9305,0.0258,0.0922,0.0307,0.2272,0.3689,0.1958,0.5152,5,9.38,0.0,0.0,0.0907,0.1317,1.395,27.15
cotton,6.361,706.9,59.96,826.88,23.75,31.47,13.58,57.01,21.2,7.87,280.81,16.27,276.94,0.657,0.739,0.5113,0.8267,0.02,0.1181,-0.0325,0.2275,0.387,0.3234,0.4639,5,11.41,0.0,0.0,0.0824,0.0,0.473,25.2
chickpea,0.944,419.17,56.68,425.3,28.27,34.33,19.57,54.78,9.98,5.83,181.13,27.07,200.8,0.577,0.6272,0.3768,0.7634,0.0892,-0.0939,-0.1475,0.0838,0.2732,0.0948,0.3418,2,9.59,0.0,0.0,0.2251,0.1988,1.413,53.47
soybean,4.02,841.02,74.61,695.46,28.7,35.87,23.25,71.24,8.66,6.78,183.89,23.14,173.05,1.05,0.7272,0.6096,0.8644,0.085,-0.0543,-0.1293,0.094,0.3928,0.3178,0.5501,5,9.0,0.87,0.0,0.1653,0.1297,1.76,29.17
cotton,6.423,560.07,33.81,646.0,31.08,38.97,24.69,55.3,4.07,5.38,221.94,21.44,264.76,0.603,0.7105,0.5689,0.8926,0.0748,-0.189,-0.3093,-0.0223,0.165,0.0523,0.2567,4,2.26,3.97,0.0,0.1598,0.192,0.869,50.12
wheat,9.611,709.85,16.79,468.93,26.86,35.79,18.79,47.5,18.24,6.51,346.66,13.14,128.32,0.378,0.8409,0.5625,1.0,0.1202,-0.0986,-0.2479,0.0143,0.3193,0.2319,0.452,4,13.67,0.79,0.0,0.0515,0.1147,4.438,19.17
wheat,4.611,676.28,21.93,500.13,29.78,38.95,25.23,64.03,18.62,7.35,206.58,34.69,176.71,0.548,0.6513,0.4965,0.7493,0.0673,-0.2068,-0.3667,-0.1343,0.2066,0.0921,0.3641,3,2.32,3.95,0.0,0.3093,0.2264,4.383,56.23
cotton,6.717,568.67,40.72,563.74,25.58,28.52,18.79,33.23,11.22,6.6,223.37,21.77,149.68,1.041,0.6813,0.4798,0.8805,0.0267,-0.1961,-0.3782,-0.0462,0.2581,0.1057,0.402,4,1.77,0.0,0.0,0.0577,0.024,0.448,20.12
soybean,0.794,371.48,35.01,300.26,30.79,38.79,20.88,82.4,6.8,7.06,276.14,14.59,290.62,0.852,0.6942,0.5399,0.7959,0.0683,-0.2821,-0.4351,-0.0829,0.2163,0.1651,0.2883,1,-10.0,3.79,0.0,0.3213,0.2548,1.127,57.3
cotton,5.716,666.28,51.53,446.03,27.48,32.88,19.15,62.73,10.44,6.21,223.84,24.75,200.21,1.03,0.7857,0.6848,0.8983,0.0692,-0.1359,-0.2417,-0.0364,0.3792,0.2148,0.4737,1,3.92,0.0,0.0,0.0865,0.2208,1.013,29.2
maize,2.497,845.17,10.94,735.02,27.09,33.88,19.0,39.34,13.29,6.75,138.14,24.12,284.42,0.688,0.7159,0.5458,0.9156,0.1068,-0.1544,-0.3261,-0.0738,0.1399,0.0209,0.2111,1,2.34,0.0,0.0,0.0343,0.2196,4.347,22.29
rice,4.828,946.42,13.83,1135.63,22.69,26.41,19.63,86.02,10.2,7.27,366.12,32.09,172.14,1.001,0.7297,0.4367,0.9016,0.0756,-0.0038,-0.0983,0.1295,0.2722,0.0981,0.4034,1,-1.68,0.0,0.0,0.0907,0.0837,3.469,24.13
maize,4.476,428.33,43.4,286.59,27.76,37.07,19.2,51.58,20.67,6.13,275.7,11.04,78.61,0.686,0.7803,0.5436,0.9598,0.0931,-0.0369,-0.1601,0.0432,0.2369,0.1656,0.3153,2,1.39,2.07,0.0,0.0525,0.2638,4.115,36.32
rice,1.678,1096.73,16.92,953.64,21.69,27.78,15.69,43.87,23.42,7.13,222.42,18.83,350.0,0.888,0.7385,0.5613,0.9059,0.0399,-0.1128,-0.262,-0.0424,0.2733,0.2015,0.336,4,-1.65,0.0,0.0,0.0281,0.1704,3.169,17.93
chickpea,2.741,811.69,82.88,945.83,30.85,38.42,25.73,63.17,23.78,6.73,305.19,5.0,239.2,0.66,0.7689,0.6444,0.9068,0.0655,-0.1583,-0.3185,0.0232,0.3346,0.2458,0.4948,4,3.22,3.42,0.0,0.3713,0.2297,1.245,46.65
chickpea,1.685,445.99,70.76,479.63,31.65,40.37,24.24,75.17,10.55,4.81,217.08,18.63,184.24,0.471,0.7244,0.4427,0.8578,0.1105,-0.1969,-0.3885,-0.1143,0.1962,0.0781,0.2757,2,6.41,5.37,0.0,0.3881,0.2834,0.783,72.33
cotton,3.876,1053.93,41.55,1007.59,29.11,34.52,19.97,81.27,20.94,4.8,297.57,14.72,225.05,0.381,0.6849,0.4542,0.8314,0.1161,-0.1968,-0.256,-0.086,0.2786,0.0999,0.4305,3,8.21,0.0,0.0,0.2142,0.1982,0.492,52.37
maize,7.446,303.98,19.95,322.59,27.98,36.45,15.32,45.55,19.36,4.8,281.76,38.06,219.22,0.72,0.7851,0.6588,0.8856,0.0817,-0.2447,-0.4023,-0.1124,0.175,0.1014,0.2563,5,-4.53,1.45,0.0,0.105,0.2039,4.255,44.93
chickpea,8.306,532.92,29.48,405.54,32.06,37.17,28.7,52.6,9.57,6.72,272.54,37.22,178.85,0.671,0.6837,0.5203,0.7943,0.0981,-0.1836,-0.3057,-0.0625,0.1545,0.0334,0.2745,3,-10.0,2.17,0.0,0.1079,0.2768,1.604,31.31
rice,8.459,1002.0,9.89,805.02,27.64,37.2,19.92,62.97,27.46,6.38,293.85,43.8,191.78,0.55,0.6566,0.4957,0.7518,0.0937,-0.2104,-0.3187,-0.0498,0.0391,-0.118,0.128,2,5.96,2.2,0.0,0.2077,0.117,3.182,35.46
chickpea,5.596,507.09,26.48,331.45,27.35,37.48,23.81,70.23,1.14,6.91,208.71,18.5,233.26,0.441,0.7426,0.5799,0.9319,0.0649,-0.1401,-0.3363,-0.0353,0.2819,0.1035,0.3944,2,10.97,2.48,0.0,0.0771,0.1058,1.793,28.19
soybean,2.843,670.86,3.65,557.71,28.1,30.1,22.24,68.99,12.09,6.95,244.58,21.47,163.31,1.057,0.7974,0.552,0.9922,0.0872,-0.2769,-0.4311,-0.1045,0.2914,0.1913,0.4533,5,-2.53,0.0,0.0,0.0908,0.2133,1.457,21.62
cotton,1.877,311.78,18.7,263.96,33.64,42.26,23.11,43.69,13.01,7.01,161.76,34.27,146.4,0.682,0.5676,0.312,0.6854,0.1153,-0.2558,-0.3373,-0.1756,0.1938,0.0313,0.349,1,1.1,7.26,0.0,0.1318,0.2218,0.508,70.48
maize,1.861,696.66,31.65,696.71,29.93,35.5,25.16,63.47,14.07,6.75,330.24,20.13,208.51,0.696,0.7478,0.5587,0.8928,0.1035,-0.0956,-0.2148,0.0832,0.2296,0.0733,0.3933,1,-5.46,0.5,0.0,0.1987,0.1311,4.331,16.52
cotton,9.993,655.67,65.28,553.42,30.38,34.29,22.12,72.39,8.1,6.55,213.98,15.58,159.55,0.446,0.6003,0.4324,0.7176,0.0602,-0.28,-0.3997,-0.1354,0.1969,0.0575,0.309,3,4.73,0.0,0.0,0.4236,0.1933,0.999,47.05
wheat,9.109,815.52,76.64,686.65,22.02,29.08,18.52,62.07,7.36,7.69,130.97,9.49,144.23,1.087,0.5529,0.2865,0.705,0.122,0.0938,-0.0553,0.2081,0.3473,0.2716,0.5172,2,-0.74,0.0,0.0,0.153,0.1427,4.588,52.53
wheat,5.615,641.5,18.94,573.2,22.42,27.59,15.97,63.97,10.7,5.95,282.93,25.41,126.1,0.657,0.7436,0.4931,0.9346,0.0857,0.0337,-0.1471,0.2328,0.2658,0.1891,0.374,3,-1.73,0.0,0.0,0.1074,0.0763,4.881,27.88
maize,2.751,786.4,70.21,669.35,33.21,43.01,27.54,76.15,20.79,6.62,193.64,42.74,177.6,1.125,0.6117,0.4875,0.7272,0.108,-0.1964,-0.2581,-0.0862,0.32,0.144,0.4961,5,2.36,8.01,0.0,0.5528,0.4634,3.026,81.35
cotton,6.543,942.23,34.45,690.52,33.85,40.8,28.25,39.45,6.11,7.95,109.15,26.01,215.39,0.672,0.6417,0.4427,0.7907,0.1228,-0.3817,-0.5167,-0.2842,0.0197,-0.1234,0.1329,2,13.66,5.8,0.0,0.1048,0.18,0.939,71.91
rice,0.828,450.88,38.73,300.88,22.22,29.1,16.75,59.36,19.3,6.96,237.27,24.02,147.95,0.77,0.7615,0.6114,0.9552,0.1151,0.0176,-0.0691,0.1496,0.404,0.2982,0.4662,2,-7.14,0.0,0.0,0.0637,0.0996,3.498,28.11
chickpea,7.584,370.58,11.51,375.7,23.41,31.41,15.49,87.15,17.12,7.24,163.16,21.6,125.02,1.098,0.6231,0.4802,0.7951,0.0829,-0.0368,-0.2194,0.1552,0.2186,0.1392,0.2688,3,0.54,0.0,0.0,0.2521,0.0225,1.606,33.89
wheat,7.471,855.95,41.2,1054.78,36.45,49.84,29.54,67.09,10.15,5.63,234.4,22.65,105.14,0.499,0.6554,0.3969,0.7492,0.1278,-0.37,-0.4907,-0.2776,0.0884,-0.0534,0.2531,2,10.99,14.84,0.0,0.2616,0.3029,2.708,90.76
chickpea,9.473,757.78,48.26,611.48,32.47,41.14,25.32,69.8,19.4,8.11,186.31,27.67,149.66,0.671,0.6606,0.4013,0.821,0.1135,-0.1427,-0.2301,0.0321,0.1432,0.0627,0.2501,2,9.66,6.14,0.0,0.328,0.303,1.39,86.3
cotton,9.059,725.96,60.32,856.14,24.78,30.51,17.77,57.85,10.17,6.92,103.04,21.23,172.78,0.808,0.7511,0.5556,0.8523,0.0287,0.0584,-0.0361,0.1667,0.4351,0.3531,0.5777,4,5.0,0.0,0.0,0.0573,0.0782,0.771,27.82
rice,3.088,334.96,21.97,244.54,29.32,36.2,22.63,51.46,14.94,6.58,323.11,6.1,117.48,0.756,0.7896,0.5576,0.9592,0.0956,-0.1856,-0.2389,-0.0385,0.1345,0.0391,0.249,1,-3.5,1.2,0.0,0.1023,0.156,3.191,32.91
soybean,9.601,1086.99,95.21,1144.66,29.66,33.33,24.39,94.15,28.11,6.02,139.97,15.79,218.33,0.966,0.6212,0.4277,0.7136,0.0888,-0.0518,-0.2135,0.1249,0.2933,0.2037,0.4036,3,-0.76,0.0,0.521,0.4669,0.392,1.533,65.2
wheat,7.2,1080.68,50.15,719.48,21.69,32.47,14.91,76.91,27.42,7.16,99.16,22.81,163.55,1.034,0.625,0.4446,0.8096,0.0904,0.1043,-0.0901,0.2639,0.3821,0.2889,0.4718,1,15.21,0.0,0.0,0.3252,0.1945,4.089,44.17
chickpea,7.317,403.6,18.57,393.12,27.04,32.74,21.85,70.62,11.73,6.9,320.94,20.22,178.57,0.94,0.7554,0.6208,0.9529,0.0901,-0.0954,-0.2815,0.0974,0.1969,0.0679,0.3611,2,13.1,0.0,0.0,0.1198,0.1291,1.223,15.09
soybean,0.567,536.07,45.4,350.71,23.05,29.6,13.91,50.37,18.52,6.85,183.04,36.13,350.0,1.006,0.9043,0.6898,1.0,0.0545,0.0992,-0.0713,0.2136,0.1394,0.0078,0.2551,3,5.25,0.0,0.0,0.0296,0.0,1.517,18.08
cotton,4.597,994.26,24.2,1122.42,32.1,37.01,24.89,84.66,9.65,5.7,309.97,25.67,106.19,0.906,0.7201,0.4344,0.8024,0.0542,-0.294,-0.4245,-0.1061,0.2513,0.175,0.3495,5,4.58,2.01,0.0,0.3748,0.3145,0.567,60.42
soybean,6.26,593.82,63.78,416.74,17.79,21.85,11.89,68.57,7.97,6.84,327.55,27.3,60.47,0.688,0.8825,0.737,0.9919,0.0833,0.2458,0.0884,0.4286,0.297,0.1737,0.4285,4,5.87,0.0,0.0,0.0462,0.1517,1.943,25.59
wheat,3.936,913.31,57.92,853.08,24.66,32.05,18.72,79.22,9.32,7.56,194.74,35.24,209.68,0.805,0.8279,0.5284,0.9103,0.0944,0.01,-0.1425,0.1789,0.3432,0.2258,0.3943,2,-6.85,0.0,0.0,0.2565,0.199,4.63,39.8
maize,2.916,783.81,20.69,829.14,24.48,29.13,15.67,86.19,21.6,6.76,373.35,28.24,182.71,0.8,0.8144,0.7114,0.8985,0.1129,-0.0716,-0.174,0.1094,0.3192,0.1405,0.3784,3,3.02,0.0,0.0,0.1026,0.0869,4.611,17.05
cotton,8.662,727.46,55.44,741.71,23.12,29.69,17.08,74.22,16.84,6.69,202.82,18.53,149.27,0.594,0.684,0.5571,0.793,0.1082,-0.0027,-0.1116,0.1247,0.3975,0.3075,0.4484,1,-2.3,0.0,0.0,0.078,0.2173,1.02,22.28
maize,9.934,907.7,40.3,636.48,30.38,36.47,19.34,78.17,13.26,7.42,185.44,27.12,258.45,0.858,0.6424,0.4389,0.7797,0.0753,-0.1855,-0.3819,-0.0809,0.2978,0.1424,0.4256,4,7.02,1.47,0.0,0.3974,0.1904,3.818,50.07
soybean,6.311,557.97,15.93,561.09,21.66,30.14,14.79,71.06,14.06,6.32,243.4,19.84,121.02,0.644,0.7071,0.5196,0.8519,0.0413,-0.0291,-0.1263,0.0959,0.2504,0.1196,0.3227,2,15.84,0.0,0.0,0.0914,0.1242,0.928,24.91
maize,2.101,183.52,29.63,119.95,26.64,33.1,19.21,52.16,8.39,6.8,160.34,23.18,135.83,1.052,0.7308,0.6027,0.8193,0.0875,-0.0976,-0.2794,0.029,0.2449,0.1879,0.4037,4,3.28,0.0,0.0,0.0964,0.1653,4.111,23.54
wheat,1.024,402.77,17.81,370.02,31.23,38.27,24.05,88.13,16.7,6.92,218.38,16.68,279.07,1.348,0.7553,0.6507,0.8958,0.1368,-0.3209,-0.3779,-0.13,0.261,0.1484,0.3195,1,4.31,3.27,0.0,0.3961,0.2799,4.442,47.01
soybean,9.139,715.51,22.35,785.22,26.51,35.8,21.87,75.92,6.45,7.06,350.28,19.75,197.91,0.616,0.8602,0.6799,1.0,0.1258,-0.0355,-0.1135,0.134,0.2195,0.0756,0.313,2,15.39,0.8,0.0,0.1504,0.1549,2.084,22.05
maize,9.95,848.05,25.85,631.92,26.89,33.15,15.58,60.34,12.06,5.74,359.48,27.34,198.18,0.907,0.6646,0.3893,0.7594,0.1227,-0.0305,-0.1338,0.0621,0.265,0.186,0.4115,5,4.39,0.0,0.0,0.2121,0.1156,4.608,36.8
wheat,7.839,754.08,6.46,629.41,28.26,34.88,22.2,89.53,14.35,7.29,271.22,41.21,168.25,1.075,0.5957,0.4106,0.72,0.1272,-0.1654,-0.3075,0.0291,0.2345,0.1303,0.3711,5,2.85,0.0,0.0,0.1702,0.2863,4.746,35.42
wheat,9.814,903.03,9.1,636.91,27.53,31.65,22.32,60.16,18.93,5.92,210.17,37.6,228.15,0.458,0.7693,0.5344,0.9548,0.0822,-0.3147,-0.4342,-0.2474,0.1998,0.1408,0.3087,2,-6.71,0.0,0.0,0.0766,0.1582,4.617,26.9
cotton,5.267,468.83,39.58,464.85,35.09,42.58,30.49,69.63,18.68,7.16,262.14,17.28,50.0,1.095,0.5695,0.3904,0.7623,0.0563,-0.4027,-0.6009,-0.2121,0.1576,0.0515,0.283,5,8.98,7.58,0.0,0.2137,0.2801,0.716,82.44
soybean,3.574,895.72,33.58,882.3,24.7,30.24,21.13,41.24,17.65,6.04,200.56,28.83,147.33,0.769,0.5388,0.3094,0.6532,0.1226,-0.1605,-0.2228,-0.0269,0.2962,0.193,0.3999,2,-4.48,0.0,0.0,0.0551,0.0313,1.634,43.41
soybean,5.922,563.71,36.4,701.94,26.73,32.97,19.13,76.75,19.13,6.57,283.6,11.94,156.91,0.358,0.7269,0.4954,0.9047,0.1227,-0.0314,-0.2153,0.0816,0.2918,0.1705,0.394,3,7.07,0.0,0.0,0.2046,0.0671,1.481,28.24
wheat,2.652,658.81,5.16,659.4,31.02,36.39,26.08,73.53,10.96,6.71,253.55,21.13,289.48,0.904,0.7993,0.5658,0.8921,0.1031,-0.1962,-0.3111,-0.036,0.124,0.03,0.2046,5,-1.41,1.39,0.0,0.1368,0.0987,5.101,14.35
chickpea,2.019,532.35,13.69,356.85,29.27,35.99,18.31,65.86,7.94,7.36,365.32,30.02,166.99,1.245,0.6292,0.4164,0.8246,0.0471,-0.171,-0.2787,-0.074,0.2213,0.1289,0.2945,5,-2.66,0.99,0.0,0.1322,0.1406,1.453,35.43
maize,8.571,1073.12,12.61,855.67,28.96,37.04,22.79,57.74,29.39,7.77,184.82,19.77,177.89,0.348,0.6199,0.428,0.7144,0.084,-0.2653,-0.3872,-0.198,0.1644,0.0732,0.2883,4,-5.46,2.04,0.0,0.0898,0.1404,3.855,51.27
rice,4.75,629.51,42.69,499.69,25.77,32.37,15.52,64.02,16.36,6.2,158.85,39.44,168.05,0.608,0.6873,0.4151,0.7946,0.0952,-0.012,-0.167,0.0637,0.2394,0.1082,0.41,3,5.01,0.0,0.0,0.0741,0.2434,3.34,27.72
cotton,3.298,660.8,20.93,443.78,20.43,26.37,15.52,72.44,22.85,7.14,373.68,29.78,175.56,0.335,0.7566,0.4644,0.8525,0.0793,-0.0151,-0.1662,0.0383,0.3259,0.1594,0.4863,4,13.02,0.0,0.0,0.0774,0.2237,0.774,21.79
soybean,4.663,812.56,43.68,709.33,20.96,25.53,12.96,85.49,7.13,7.05,233.14,34.45,153.96,0.71,0.7863,0.6386,0.9614,0.0402,0.1452,0.0241,0.2959,0.4064,0.3123,0.548,5,-3.33,0.0,0.0,0.251,0.1926,1.582,28.41
wheat,5.763,749.25,35.69,858.3,33.11,41.93,26.37,98.0,10.16,7.46,199.42,21.97,162.3,0.484,0.6795,0.438,0.7676,0.1095,-0.3272,-0.4851,-0.1378,0.0874,0.0191,0.2569,5,7.94,6.93,0.0,0.3098,0.2305,3.716,65.75
maize,0.663,506.67,33.63,520.6,23.95,34.18,20.16,57.83,15.29,7.77,155.92,22.44,237.02,1.006,0.8154,0.5629,0.9163,0.0543,-0.0437,-0.1583,0.0253,0.3019,0.2135,0.3764,4,6.64,0.0,0.0,0.0403,0.1776,4.533,36.14
maize,3.846,470.41,28.49,527.83,22.42,29.4,14.5,72.81,6.37,8.2,264.05,15.86,186.85,0.804,0.6841,0.5798,0.8546,0.0884,-0.0157,-0.1578,0.0913,0.3639,0.2863,0.4831,4,-1.04,0.0,0.0,0.1555,0.2449,4.111,55.75
wheat,5.812,598.93,18.78,726.91,33.04,39.44,22.35,92.7,15.72,6.61,296.09,39.51,255.11,0.869,0.7073,0.4124,0.8444,0.1073,-0.2764,-0.3684,-0.1586,0.2162,0.1451,0.3861,3,-5.98,4.44,0.0,0.2379,0.2104,4.608,46.39
soybean,7.706,995.22,70.4,811.15,28.95,36.58,22.85,84.61,19.34,7.06,221.31,43.47,174.16,1.17,0.5437,0.282,0.6896,0.1382,-0.2493,-0.4107,-0.0688,0.153,0.0181,0.2571,3,9.18,1.58,0.0,0.258,0.2551,1.222,51.04
rice,1.06,1061.59,16.2,1212.26,36.1,41.1,30.26,70.13,12.01,6.07,317.36,17.35,215.64,0.596,0.671,0.4525,0.8381,0.1083,-0.3334,-0.3975,-0.1611,0.1617,0.0034,0.2248,4,-2.08,6.1,0.0,0.2823,0.229,2.077,62.67
cotton,3.443,587.56,30.55,652.26,16.85,23.14,6.68,63.71,14.91,7.29,227.31,28.44,265.33,0.621,0.95,0.7442,1.0,0.0787,0.2884,0.2057,0.4554,0.4486,0.3059,0.5106,1,-4.91,0.0,0.0,0.087,0.1871,1.074,25.22
rice,6.604,891.46,33.83,747.71,32.91,38.55,25.33,58.64,5.2,7.07,390.17,28.98,245.52,0.509,0.623,0.5068,0.7217,0.1403,-0.3969,-0.5402,-0.3325,0.1921,0.0344,0.248,3,-9.4,3.55,0.0,0.1395,0.1892,2.843,42.37
maize,7.415,530.49,99.09,533.46,25.42,31.0,20.52,75.49,14.02,6.95,186.64,29.89,184.81,1.076,0.7408,0.615,0.9181,0.0354,0.1061,-0.036,0.2783,0.4051,0.3445,0.5342,3,-0.14,0.0,0.909,0.4842,0.2508,4.315,40.53
soybean,1.271,814.16,13.88,853.32,36.39,49.22,28.93,95.0,14.93,6.24,450.0,20.53,156.43,0.792,0.5573,0.301,0.6696,0.1064,-0.5079,-0.6223,-0.4199,0.1378,0.0531,0.2408,1,1.07,14.22,0.0,0.4679,0.4837,0.78,77.68
wheat,6.299,333.99,18.49,293.48,26.88,34.63,21.47,68.65,33.24,6.59,204.15,33.06,194.39,0.474,0.8731,0.7177,1.0,0.1126,-0.1246,-0.2761,0.0675,0.2978,0.221,0.3801,1,-0.99,0.0,0.0,0.1388,0.1448,4.465,28.07
chickpea,9.322,518.6,87.45,606.78,32.54,38.14,24.72,87.83,22.29,7.41,354.19,20.02,123.76,0.979,0.7584,0.6391,0.9486,0.08,-0.1907,-0.358,-0.1179,0.3246,0.2078,0.4781,1,12.25,3.14,0.0,0.5594,0.1336,1.17,51.39
cotton,0.663,1005.11,9.05,731.55,26.18,34.18,19.44,48.42,13.29,7.44,237.18,26.97,182.74,0.769,0.8941,0.7859,1.0,0.1288,-0.1532,-0.2094,-0.0893,0.2791,0.1805,0.3898,1,3.87,0.0,0.0,0.0488,0.0395,0.727,30.77
rice,0.757,416.78,27.96,345.39,38.14,43.13,33.66,66.64,14.12,6.27,274.11,18.35,169.34,1.014,0.7011,0.5767,0.8452,0.0337,-0.3308,-0.423,-0.1568,0.0517,-0.0489,0.13,5,10.48,8.13,0.0,0.2852,0.2786,2.249,71.93
cotton,5.845,884.49,21.28,642.36,22.68,29.64,16.54,71.9,19.53,7.27,133.19,33.52,172.91,0.793,0.5513,0.4295,0.6645,0.0669,0.1059,0.0053,0.2836,0.2882,0.1556,0.3632,2,-0.22,0.0,0.0,0.099,0.0,0.807,29.6
maize,8.382,1148.36,46.14,1038.85,26.12,28.06,18.27,55.89,24.22,6.31,252.41,17.56,194.8,0.354,0.7501,0.6048,0.8871,0.0795,-0.0371,-0.1768,0.062,0.2019,0.1269,0.3315,2,3.72,0.0,0.0,0.0593,0.1244,3.801,18.53
wheat,5.001,527.55,103.86,612.9,28.19,35.65,19.65,85.33,12.21,7.57,247.58,29.63,62.83,1.029,0.7133,0.5043,0.8021,0.0995,-0.1322,-0.3031,0.0227,0.3496,0.281,0.522,1,-3.0,0.65,1.386,0.4554,0.3739,4.837,60.89
