crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield
wheat,1.693,718.79,26.05,542.83,19.4,27.99,14.51,60.65,11.18,7.88,170.27,24.6,161.56,0.511,0.7455,0.5377,0.8325,0.0758,-0.0211,-0.1211,0.168,0.474,0.3675,0.5486,3,9.76,0.0,0.0,0.0386,0.0586,4.02
maize,4.879,445.05,16.18,314.99,23.78,33.07,18.11,71.05,13.56,7.14,260.21,26.21,274.04,1.165,0.6684,0.477,0.7914,0.0883,-0.059,-0.1449,0.0003,0.3454,0.2605,0.4507,1,6.88,0.0,0.0,0.1397,0.1591,4.54
chickpea,0.677,941.5,39.59,924.74,22.2,28.1,15.4,73.46,13.98,6.47,393.22,25.8,201.47,0.541,0.7668,0.4721,0.8498,0.1251,0.0736,-0.1111,0.1845,0.2608,0.206,0.3962,1,-2.1,0.0,0.0,0.2072,0.1719,1.796
wheat,4.331,680.02,37.83,640.75,27.27,35.68,16.6,60.81,25.4,5.35,194.26,33.2,153.78,0.549,0.5906,0.3097,0.7635,0.0504,-0.0646,-0.1985,0.1153,0.267,0.1237,0.4212,3,-0.58,0.68,0.0,0.2288,0.0833,4.724
rice,1.556,660.75,43.82,447.4,21.65,31.11,16.4,80.29,15.97,6.77,223.03,38.52,177.56,0.603,0.9409,0.7586,1.0,0.1181,0.0446,-0.015,0.2009,0.3997,0.2598,0.4533,4,12.06,0.0,0.0,0.1109,0.1494,3.641
rice,1.524,749.66,32.0,920.15,31.33,36.91,25.13,73.77,9.94,7.07,223.59,12.0,143.96,0.924,0.6776,0.545,0.8733,0.0561,-0.2037,-0.3849,-0.0426,0.1967,0.0986,0.2929,2,2.57,1.91,0.0,0.2315,0.0943,2.756
cotton,7.27,470.3,28.29,521.84,28.38,33.97,17.74,70.61,14.9,7.33,173.21,15.43,221.44,0.59,0.7098,0.46,0.8287,0.1121,-0.1679,-0.2836,-0.0198,0.2178,0.1591,0.3233,1,9.51,0.0,0.0,0.1416,0.104,0.495
chickpea,9.995,907.22,27.66,940.72,30.57,37.12,23.25,75.64,10.58,6.01,173.78,17.91,169.38,0.874,0.6052,0.4103,0.7552,0.071,-0.1001,-0.2284,0.0905,0.4169,0.2679,0.5199,4,-2.31,2.12,0.0,0.2194,0.1034,1.069
soybean,2.348,812.98,52.06,771.97,30.2,37.17,23.79,60.38,14.79,5.93,340.24,46.31,170.05,0.832,0.6831,0.4633,0.8157,0.0874,-0.2641,-0.4404,-0.1952,0.155,0.0915,0.2141,4,-1.62,2.17,0.0,0.0982,0.0298,1.388
rice,2.681,539.25,39.17,553.57,22.59,28.59,12.71,62.1,10.57,6.64,203.36,33.78,98.4,0.603,0.7106,0.5052,0.8035,0.0801,0.0098,-0.1088,0.2039,0.3609,0.1893,0.4579,5,6.01,0.0,0.0,0.1569,0.064,2.938
cotton,3.316,427.54,36.45,390.22,17.48,28.46,13.13,55.27,2.22,6.31,174.87,22.7,95.33,1.292,0.7657,0.5587,0.9334,0.1248,0.2774,0.0845,0.4488,0.3443,0.2845,0.4037,1,2.65,0.0,0.0,0.041,0.0111,0.39
soybean,7.959,567.82,32.62,449.76,31.29,38.74,22.7,67.58,18.41,6.49,277.97,18.29,200.13,0.947,0.6948,0.4021,0.8581,0.094,-0.3353,-0.4066,-0.2335,0.139,0.0164,0.2781,3,10.42,3.74,0.0,0.2717,0.2776,1.278
cotton,5.306,626.31,19.93,671.55,24.32,30.23,21.74,46.96,15.72,6.26,314.82,30.26,199.35,0.379,0.766,0.6117,0.9112,0.0447,-0.0512,-0.166,0.0805,0.1605,0.0276,0.2399,3,9.72,0.0,0.0,0.0566,0.234,1.052
wheat,5.921,411.36,31.52,508.07,30.64,38.93,26.56,70.94,1.0,7.12,187.55,32.21,138.12,0.505,0.8256,0.6204,0.9136,0.0872,-0.2903,-0.3432,-0.215,0.2977,0.1462,0.4734,4,3.45,3.93,0.0,0.1794,0.158,4.222
maize,5.692,549.49,54.57,513.53,26.92,32.8,18.78,64.08,19.52,6.6,323.64,28.88,214.38,1.062,0.7685,0.656,0.9366,0.0795,0.0242,-0.0762,0.1511,0.187,0.1041,0.3488,3,7.31,0.0,0.0,0.1769,0.1233,4.531
chickpea,9.405,519.86,20.2,635.99,28.4,33.81,23.24,70.3,12.46,7.43,233.84,27.17,177.81,0.56,0.6419,0.5016,0.8329,0.0758,-0.138,-0.2836,0.056,0.1714,0.0591,0.2403,1,2.23,0.0,0.0,0.2709,0.0956,1.352
maize,0.831,605.51,17.42,523.85,31.74,39.45,25.61,55.18,15.05,6.67,315.46,22.31,108.03,0.392,0.7564,0.5358,0.9512,0.1161,-0.3613,-0.5509,-0.2934,0.2672,0.0902,0.334,4,-3.59,4.45,0.0,0.0906,0.1498,3.813
chickpea,2.0,607.26,10.15,497.66,23.98,28.0,18.68,75.16,22.97,6.8,306.24,29.46,251.44,0.609,0.9059,0.6091,1.0,0.1227,0.0237,-0.1139,0.1306,0.3465,0.1794,0.4926,3,9.04,0.0,0.0,0.0993,0.0103,1.221
maize,4.13,757.38,49.04,908.15,24.22,30.82,16.94,63.44,13.63,7.12,207.87,19.34,166.7,0.53,0.7158,0.4659,0.8695,0.1326,0.012,-0.043,0.1771,0.4063,0.3074,0.5004,4,1.76,0.0,0.0,0.1534,0.0363,4.288
wheat,5.136,656.87,97.72,674.85,33.56,38.48,22.72,71.03,16.16,7.98,157.03,21.21,137.4,0.258,0.6635,0.5437,0.8471,0.063,-0.1852,-0.307,-0.0787,0.3771,0.3107,0.4915,4,4.86,3.48,0.772,0.5171,0.3527,4.025
cotton,1.582,738.45,90.9,682.22,31.68,39.59,28.63,87.09,16.07,6.66,203.25,21.77,117.82,0.665,0.6377,0.3988,0.746,0.1101,-0.0277,-0.1466,0.0564,0.3202,0.1766,0.4331,2,7.88,4.59,0.09,0.5588,0.4605,0.914
maize,8.985,704.75,6.52,474.01,29.37,36.01,24.17,91.57,16.2,7.01,146.46,30.56,162.66,0.694,0.485,0.3755,0.6289,0.0503,-0.1061,-0.1645,0.0745,0.1851,0.0182,0.345,1,7.66,1.01,0.0,0.3143,0.2135,4.425
wheat,6.94,607.12,18.55,595.06,21.43,28.09,14.26,53.22,15.03,7.85,320.91,22.3,168.14,0.447,0.6762,0.3972,0.7724,0.0633,0.0889,-0.006,0.1625,0.1752,-0.0024,0.3343,4,-5.08,0.0,0.0,0.0568,0.0888,4.986
soybean,9.356,800.42,34.01,691.87,26.55,30.75,21.09,66.04,12.14,6.56,266.76,13.31,117.18,0.602,0.7685,0.6157,0.9405,0.1033,-0.0791,-0.1642,0.0179,0.2726,0.1464,0.3661,2,5.65,0.0,0.0,0.1588,0.2253,1.834
maize,9.438,150.0,58.44,168.28,22.82,32.06,15.18,68.96,8.04,6.64,152.39,24.35,91.99,1.07,0.7268,0.4565,0.8623,0.1122,0.0746,-0.0144,0.2157,0.4361,0.3262,0.5523,1,15.05,0.0,0.0,0.1133,0.1402,3.51
maize,5.369,571.07,6.53,493.37,24.64,31.06,15.76,70.77,8.48,5.48,268.5,22.23,227.55,0.535,0.6344,0.4848,0.815,0.0614,-0.0859,-0.2487,0.0288,0.1534,0.0765,0.273,2,8.13,0.0,0.0,0.1514,0.0812,4.395
cotton,8.604,524.46,11.67,634.31,23.83,30.22,18.26,50.01,15.47,6.2,123.16,23.38,146.94,0.451,0.7579,0.5381,0.9134,0.0962,-0.0622,-0.1516,0.0426,0.2422,0.1779,0.4221,1,2.71,0.0,0.0,0.0937,0.1418,0.907
soybean,7.499,676.26,23.81,801.12,22.76,26.34,18.07,72.31,20.39,7.46,176.12,10.79,194.91,0.99,0.6595,0.4676,0.7618,0.1054,0.0002,-0.1943,0.0699,0.3215,0.2253,0.448,1,11.99,0.0,0.0,0.2008,0.3493,1.162
maize,3.925,510.45,16.8,542.93,27.42,36.92,18.03,61.56,9.17,6.85,271.94,7.33,144.76,1.009,0.6607,0.432,0.8212,0.1174,-0.1012,-0.2023,-0.0107,0.1374,0.0659,0.2731,4,-1.28,1.92,0.0,0.1487,0.1853,4.369
cotton,6.745,770.76,17.34,751.28,23.5,29.9,15.18,73.24,14.24,7.42,217.15,12.99,233.37,1.418,0.7971,0.5232,0.8881,0.0579,-0.1243,-0.2685,0.0603,0.2468,0.1624,0.3845,1,6.47,0.0,0.0,0.1688,0.0,0.473
chickpea,9.551,809.57,27.95,843.8,25.38,31.72,17.18,50.52,9.29,5.64,274.16,27.96,69.2,1.276,0.6985,0.5474,0.856,0.0786,-0.1118,-0.1963,0.0766,0.2902,0.2245,0.4492,2,7.74,0.0,0.0,0.1367,0.1489,1.311
chickpea,7.758,345.52,40.06,354.35,23.69,33.81,16.43,88.11,16.46,6.36,85.17,41.43,91.04,0.885,0.8165,0.5659,0.9782,0.0356,0.0867,0.0356,0.2046,0.3853,0.2922,0.494,3,-2.55,0.0,0.0,0.1398,0.1671,1.329
wheat,7.239,699.17,15.72,830.2,33.39,38.71,23.94,77.55,19.68,7.35,372.69,30.43,196.57,0.45,0.6491,0.4468,0.8259,0.1028,-0.3605,-0.5424,-0.2482,0.0602,-0.0993,0.1546,4,5.45,3.71,0.0,0.2896,0.344,4.143
wheat,2.608,368.2,32.23,290.66,28.56,35.69,23.04,65.34,19.63,6.64,212.6,28.29,186.8,0.683,0.589,0.2917,0.7759,0.0765,-0.0932,-0.2438,0.0093,0.2507,0.0922,0.3485,4,8.9,0.69,0.0,0.2001,0.1651,4.076
maize,8.396,755.53,32.43,584.82,29.75,38.64,21.58,76.88,13.95,6.63,189.4,21.64,62.74,0.911,0.6774,0.5323,0.8485,0.0704,-0.201,-0.3028,-0.0028,0.2048,0.1268,0.3572,4,8.7,3.64,0.0,0.1731,0.143,3.891
rice,4.202,547.36,25.64,577.55,26.9,34.21,17.31,71.41,23.13,6.66,287.59,21.19,256.25,0.584,0.796,0.5833,0.8999,0.0722,-0.0679,-0.2633,0.0875,0.2968,0.2023,0.3813,3,13.33,0.0,0.0,0.1773,0.1,3.476
wheat,6.429,473.07,11.43,589.77,27.35,34.31,18.66,64.01,11.6,7.09,118.74,39.54,272.47,0.968,0.6805,0.4339,0.7832,0.0582,-0.1609,-0.281,-0.07,0.2898,0.1678,0.4115,4,2.63,0.0,0.0,0.1298,0.058,4.688
soybean,6.938,273.7,12.2,205.95,28.56,36.42,19.77,61.06,19.24,5.57,131.51,28.64,175.2,0.391,0.5782,0.4053,0.7098,0.1064,-0.2729,-0.3283,-0.1867,0.1302,-0.0117,0.2522,1,0.42,1.42,0.0,0.171,0.1098,1.321
soybean,5.395,629.72,21.47,728.67,34.32,42.17,28.68,62.97,8.56,6.45,315.53,24.21,195.49,0.507,0.6663,0.5376,0.7595,0.0406,-0.4136,-0.5403,-0.2548,0.0763,0.0061,0.1744,3,-7.28,7.17,0.0,0.2846,0.1634,1.42
rice,2.073,395.24,24.68,470.04,32.47,39.07,25.17,79.0,14.08,5.76,337.88,26.36,73.76,0.6,0.6832,0.3968,0.78,0.1191,-0.2297,-0.3317,-0.0821,0.2295,0.1353,0.3561,2,8.6,4.07,0.0,0.3501,0.2238,2.181
cotton,7.126,323.62,57.24,331.84,27.97,36.14,24.44,87.12,22.51,5.22,255.08,34.51,170.91,1.152,0.7575,0.5202,0.907,0.0939,-0.0206,-0.152,0.1697,0.2923,0.213,0.3693,5,4.04,1.14,0.0,0.1811,0.2332,0.612
soybean,2.849,690.91,59.03,719.45,23.27,32.28,17.26,53.54,9.78,6.75,274.77,19.92,276.77,0.61,0.7202,0.5267,0.8958,0.0834,0.0108,-0.0805,0.165,0.3216,0.1882,0.4536,1,-5.03,0.0,0.0,0.0655,0.102,1.536
soybean,3.021,863.23,39.31,924.05,30.55,37.06,23.3,42.86,13.41,7.26,149.06,15.07,142.87,0.702,0.6574,0.5133,0.7514,0.0555,-0.3166,-0.4541,-0.1979,0.2623,0.0947,0.3816,4,7.56,2.06,0.0,0.0538,0.0,1.28
wheat,1.705,736.78,0.44,792.86,25.36,33.85,17.51,84.34,15.72,7.52,106.69,24.44,182.55,0.956,0.6748,0.5469,0.7561,0.0573,-0.1279,-0.2017,0.0069,0.1666,0.0444,0.2975,1,0.56,0.0,0.0,0.2195,0.1775,4.898
chickpea,6.389,335.18,8.56,230.79,25.51,36.86,17.14,62.92,13.17,7.73,247.06,23.5,154.49,0.714,0.6087,0.3349,0.7543,0.1237,-0.0846,-0.2832,0.0428,0.062,-0.0408,0.2069,5,5.43,1.86,0.0,0.0496,0.2051,1.183
chickpea,1.615,619.91,51.59,760.82,26.66,35.35,18.84,64.57,17.08,6.82,327.86,13.71,132.56,0.562,0.7479,0.6321,0.8695,0.0843,-0.0253,-0.1168,0.0472,0.2758,0.1495,0.3399,1,-8.45,0.35,0.0,0.0942,0.2541,1.314
rice,3.78,799.72,14.07,784.12,28.16,35.06,21.28,44.58,12.39,6.24,203.02,11.47,143.24,1.013,0.5625,0.2914,0.7079,0.0916,-0.245,-0.4128,-0.1288,0.0731,-0.0642,0.179,5,11.73,0.06,0.0,0.1024,0.2044,3.161
soybean,8.95,619.99,40.95,518.07,31.88,36.99,27.62,70.93,14.05,6.9,225.25,27.63,240.73,0.56,0.6556,0.3619,0.7603,0.0705,-0.3301,-0.509,-0.2533,0.2689,0.1166,0.4066,1,8.17,1.99,0.0,0.2387,0.1591,1.533
soybean,4.804,721.62,13.1,656.07,23.05,29.1,16.32,40.84,15.43,7.01,346.54,14.6,233.07,0.492,0.7699,0.4975,0.8671,0.0674,-0.0892,-0.1987,0.1088,0.3475,0.2019,0.5028,2,3.99,0.0,0.0,0.0566,0.0798,1.661
chickpea,8.998,553.8,36.46,478.88,29.95,35.37,22.97,88.72,22.73,6.34,285.73,30.29,200.07,0.614,0.8241,0.5267,1.0,0.0651,-0.3218,-0.4368,-0.2599,0.2704,0.0912,0.4295,4,12.26,0.37,0.0,0.1561,0.2316,1.349
rice,5.181,565.37,41.43,511.23,26.14,32.4,23.77,55.49,19.08,7.3,204.49,34.43,296.09,0.312,0.6707,0.5585,0.8181,0.0878,-0.1158,-0.2336,-0.008,0.2917,0.1566,0.3538,4,5.0,0.0,0.0,0.0926,0.0,3.473
soybean,2.199,504.89,24.84,576.9,41.24,50.0,30.92,74.82,14.51,7.46,318.98,18.75,247.11,0.566,0.6195,0.3679,0.7962,0.0856,-0.4206,-0.5323,-0.2704,-0.035,-0.2126,0.0774,5,-1.25,15.0,0.0,0.4787,0.4648,0.999
chickpea,7.71,784.64,22.0,757.55,26.89,36.4,16.68,68.2,17.29,7.26,168.25,25.74,51.81,0.68,0.63,0.4122,0.761,0.1146,-0.0942,-0.2794,-0.0001,0.3472,0.2018,0.479,3,-4.79,1.4,0.0,0.1866,0.187,1.306
maize,3.858,798.52,23.47,581.88,32.33,43.13,25.66,80.72,7.69,6.59,279.51,31.48,169.61,0.439,0.5967,0.3436,0.6899,0.1421,-0.2675,-0.3272,-0.1815,0.1884,0.0927,0.3628,1,3.7,8.13,0.0,0.2356,0.3886,3.348
rice,9.681,527.86,45.61,488.33,35.34,40.83,27.63,58.76,26.77,6.17,189.89,40.04,149.43,1.198,0.6026,0.3511,0.7056,0.0459,-0.263,-0.4588,-0.1663,0.1911,0.1325,0.2527,1,4.41,5.83,0.0,0.4133,0.2497,2.564
rice,2.99,816.07,29.82,601.83,22.98,29.65,14.38,53.95,17.18,6.95,227.6,30.45,162.31,0.654,0.6612,0.3739,0.8077,0.0582,0.0104,-0.0566,0.1493,0.2764,0.1811,0.4252,3,-2.1,0.0,0.0,0.119,0.1299,3.202
wheat,8.31,336.07,8.81,226.86,27.43,31.01,18.06,95.66,19.11,6.99,193.34,12.0,217.46,0.938,0.6492,0.4948,0.7793,0.1233,-0.2363,-0.3656,-0.1712,0.2684,0.1161,0.4308,4,7.79,0.0,0.0,0.2557,0.0956,4.063
chickpea,5.192,612.35,24.21,530.31,29.76,38.76,18.57,47.48,15.59,5.69,302.84,12.34,224.94,1.299,0.6738,0.4859,0.7857,0.1377,-0.2565,-0.3791,-0.0875,0.1716,0.0435,0.2589,5,-4.6,3.76,0.0,0.122,0.1398,1.523
cotton,8.5,352.19,47.74,432.38,23.51,34.18,13.36,75.07,21.62,5.79,239.25,31.23,287.41,1.104,0.7247,0.5914,0.8975,0.1039,0.0267,-0.115,0.0847,0.2904,0.1172,0.4211,4,0.48,0.0,0.0,0.1078,0.1315,0.852
wheat,2.239,400.99,58.86,311.06,25.69,30.67,17.88,55.47,8.33,6.17,159.67,18.04,155.34,0.917,0.7787,0.522,0.9123,0.0691,-0.053,-0.1964,0.0795,0.2566,0.1633,0.3142,5,-3.03,0.0,0.0,0.08,0.1042,4.9
cotton,6.52,349.55,55.13,335.3,26.22,37.38,19.68,46.82,14.3,6.77,117.37,15.11,193.56,0.535,0.819,0.6619,0.9927,0.0697,-0.1345,-0.2301,-0.038,0.3827,0.317,0.4453,3,13.9,2.38,0.0,0.0615,0.2403,0.493
wheat,1.575,505.74,26.88,391.49,31.09,38.7,21.85,66.43,13.3,6.48,94.05,14.89,161.96,0.313,0.5903,0.306,0.7415,0.1375,-0.2352,-0.3916,-0.1798,0.1239,0.0599,0.2673,3,15.3,3.7,0.0,0.1642,0.2718,3.826
rice,8.152,786.35,11.76,604.96,34.82,43.52,27.21,74.05,22.55,7.47,222.31,5.85,183.85,0.41,0.581,0.427,0.7696,0.0526,-0.4422,-0.6355,-0.3898,0.162,-0.0062,0.3215,2,3.81,8.52,0.0,0.3316,0.3344,2.071
cotton,2.739,632.76,26.92,476.0,26.66,31.39,19.84,50.93,13.84,6.67,238.57,40.2,276.23,0.409,0.7742,0.6528,0.97,0.1032,-0.1614,-0.3035,-0.0657,0.2795,0.1038,0.4264,2,-1.52,0.0,0.0,0.0341,0.0552,0.764
soybean,4.562,521.54,79.43,591.74,23.2,31.52,20.7,68.71,11.5,7.09,202.06,17.82,210.11,1.073,0.5994,0.3597,0.6809,0.0979,0.172,-0.0146,0.3516,0.4276,0.3748,0.5029,2,-2.85,0.0,0.0,0.2582,0.1589,2.114
cotton,6.732,611.83,12.13,633.86,37.28,46.79,32.37,57.12,7.37,6.52,293.13,22.78,226.02,0.89,0.7205,0.6062,0.8421,0.0964,-0.4187,-0.6049,-0.3088,0.04,-0.0224,0.1464,1,1.66,11.79,0.0,0.3089,0.3365,0.544
wheat,5.043,197.62,6.76,176.59,30.06,35.69,19.64,67.99,14.24,7.75,141.61,25.12,70.98,0.944,0.476,0.2472,0.6258,0.1134,-0.2033,-0.3321,-0.1128,0.158,0.0681,0.2168,1,5.12,0.69,0.0,0.2144,0.1762,3.923
cotton,7.9,775.8,15.48,520.26,31.07,39.0,23.34,91.47,9.96,7.54,223.23,30.01,187.84,0.729,0.7243,0.5774,0.9179,0.11,-0.2809,-0.4184,-0.1256,0.1875,0.1106,0.3312,3,15.78,4.0,0.0,0.2358,0.3005,0.432
rice,7.038,155.52,46.28,119.15,19.96,27.61,13.23,65.91,8.57,5.25,427.04,21.14,149.79,0.327,0.7634,0.5837,0.847,0.0859,0.1714,0.0132,0.232,0.3948,0.3012,0.5364,2,0.29,0.0,0.0,0.0869,0.0309,3.154
soybean,1.739,494.41,18.67,365.01,20.25,27.39,14.56,86.85,14.0,6.57,67.32,31.63,186.89,1.013,0.6289,0.4569,0.7745,0.1138,0.0646,-0.0265,0.1894,0.2751,0.2024,0.3361,5,-10.0,0.0,0.0,0.3194,0.2275,1.347
cotton,7.848,632.65,46.51,786.31,25.87,35.74,18.56,49.74,7.41,7.53,167.19,18.89,231.89,0.766,0.7716,0.4971,0.9038,0.0926,-0.028,-0.0786,0.1111,0.2573,0.1544,0.3928,4,0.19,0.74,0.0,0.0818,0.3065,0.645
wheat,4.523,748.02,97.28,716.63,30.13,37.21,24.04,65.85,4.24,6.72,117.62,21.08,129.06,0.929,0.7679,0.6288,0.9571,0.0979,-0.0958,-0.2054,0.0057,0.2431,0.0681,0.294,3,-6.59,2.21,0.728,0.3169,0.1346,4.572
chickpea,6.179,702.58,35.22,471.32,27.63,36.29,19.08,66.02,9.97,6.35,320.18,16.6,219.39,0.833,0.7234,0.4811,0.9148,0.0807,-0.1078,-0.1684,-0.0394,0.2998,0.2129,0.3716,4,9.75,1.29,0.0,0.2348,0.2698,1.332
chickpea,2.557,639.11,12.53,754.4,24.73,34.0,19.27,86.6,24.76,5.48,168.09,12.79,138.79,1.035,0.6717,0.5308,0.87,0.096,-0.0516,-0.1175,0.0618,0.3521,0.2531,0.4956,1,6.16,0.0,0.0,0.2657,0.1217,1.609
wheat,4.519,970.65,49.74,1002.53,22.49,25.9,16.5,80.56,19.28,5.42,328.88,14.79,198.16,0.707,0.8866,0.7698,0.986,0.1115,0.0031,-0.1062,0.1053,0.4633,0.3442,0.5454,4,-1.04,0.0,0.0,0.1316,0.0897,4.744
maize,8.263,1093.27,121.62,1305.52,31.32,38.26,27.51,63.27,11.42,7.31,186.52,18.91,192.71,0.636,0.7213,0.5857,0.8716,0.0701,-0.0858,-0.1375,0.1109,0.371,0.2313,0.5475,4,-8.45,3.26,3.162,0.356,0.292,3.649
rice,9.299,651.55,15.21,477.3,29.83,35.8,24.05,78.69,16.63,7.2,264.26,25.47,252.49,0.778,0.7467,0.5004,0.8908,0.0821,-0.2336,-0.3306,-0.1469,0.2165,0.0979,0.2854,5,10.07,0.8,0.0,0.2377,0.1476,3.359
maize,9.418,627.98,11.83,501.26,24.61,30.88,18.76,74.42,19.0,6.4,306.66,5.0,172.25,0.685,0.5814,0.3823,0.7055,0.0653,-0.1136,-0.1636,0.0486,0.2749,0.1589,0.4523,2,2.39,0.0,0.0,0.1121,0.0304,3.928
maize,7.151,614.86,44.43,730.99,27.14,32.79,21.08,57.91,20.78,5.81,228.83,26.8,149.3,1.234,0.631,0.3501,0.7809,0.1107,-0.0184,-0.1246,0.0574,0.225,0.1408,0.3927,4,1.24,0.0,0.0,0.125,0.0408,4.306
wheat,1.25,515.61,32.39,463.88,23.78,29.85,14.68,58.81,7.0,6.76,218.53,22.76,145.53,0.557,0.7103,0.5255,0.8857,0.1309,-0.0365,-0.1716,0.1551,0.3244,0.1643,0.4822,4,8.32,0.0,0.0,0.0567,0.1627,4.71
maize,4.705,732.69,51.86,745.93,23.67,27.05,17.93,59.88,16.43,6.7,306.3,38.5,253.43,0.97,0.753,0.4601,0.9257,0.0724,0.0699,0.007,0.2451,0.2707,0.1717,0.3957,3,-0.27,0.0,0.0,0.2459,0.1795,3.992
wheat,2.334,929.74,132.99,650.97,28.41,34.2,18.37,82.11,12.88,6.23,177.6,25.06,114.51,1.108,0.7411,0.4677,0.868,0.1283,0.0885,-0.1012,0.2157,0.5065,0.3373,0.6238,4,3.83,0.0,4.299,0.4091,0.2126,4.899
chickpea,7.127,150.0,8.68,183.57,36.64,41.35,28.89,75.09,18.39,7.84,246.54,41.68,156.15,0.572,0.5979,0.3772,0.7957,0.071,-0.529,-0.636,-0.4376,0.0774,-0.0539,0.1447,5,5.56,6.35,0.0,0.4063,0.2317,0.26
chickpea,2.033,612.67,30.19,728.72,28.86,34.32,21.04,73.42,9.05,5.89,450.0,21.4,176.06,0.384,0.7765,0.5218,0.9081,0.1117,-0.2235,-0.3284,-0.098,0.3051,0.1353,0.4053,4,0.7,0.0,0.0,0.0966,0.0899,1.534
soybean,9.787,977.49,6.5,992.59,30.13,38.56,24.14,89.53,12.6,7.81,217.75,16.0,137.83,0.71,0.7406,0.5758,0.8972,0.0684,-0.1916,-0.369,-0.1219,0.1054,-0.059,0.2007,4,12.68,3.56,0.0,0.2681,0.2308,1.594
cotton,2.348,736.5,14.88,761.39,26.3,35.95,19.85,62.83,12.24,8.2,212.06,12.55,125.78,0.965,0.7103,0.5594,0.7945,0.0677,0.0086,-0.1147,0.1946,0.3016,0.1591,0.4144,2,6.29,0.95,0.0,0.1182,0.2096,0.677
chickpea,1.001,741.03,3.38,682.83,26.46,34.37,18.12,49.38,5.62,8.2,203.11,20.25,249.19,1.099,0.6465,0.3563,0.7698,0.0983,-0.2388,-0.4139,-0.0602,0.1907,0.012,0.272,1,-1.26,0.0,0.0,0.1166,0.211,1.633
soybean,8.514,297.8,37.77,260.22,30.21,38.21,24.64,85.63,13.43,7.29,210.43,25.28,197.41,1.376,0.7452,0.6265,0.8959,0.0827,-0.2043,-0.2583,-0.0333,0.2322,0.1298,0.3706,1,4.66,3.21,0.0,0.3476,0.1481,1.208
cotton,2.422,804.47,20.01,669.22,28.57,33.96,17.82,77.38,12.31,6.33,182.24,21.51,134.57,0.887,0.7087,0.5983,0.9037,0.0855,0.0312,-0.1205,0.1356,0.2272,0.1155,0.3999,5,11.87,0.0,0.0,0.2582,0.1989,0.757
chickpea,0.728,872.01,29.91,693.57,29.93,35.4,22.78,42.93,10.7,6.84,424.22,30.57,113.72,1.135,0.7972,0.6391,0.9753,0.0596,-0.2739,-0.4649,-0.1773,0.2658,0.0957,0.3953,4,-1.63,0.4,0.0,0.0671,0.0607,1.612
wheat,5.707,693.99,32.55,584.35,22.2,29.12,14.6,77.18,9.71,5.98,251.07,26.01,190.28,0.681,0.6442,0.4396,0.726,0.1671,0.1144,-0.0047,0.2793,0.2828,0.1732,0.4039,3,8.94,0.0,0.0,0.0919,0.1183,4.937
maize,9.708,505.78,25.54,455.6,26.97,33.9,20.46,45.89,5.44,5.62,205.18,15.04,50.0,0.809,0.736,0.4368,0.8239,0.0379,-0.0995,-0.1685,0.0501,0.2093,0.1305,0.3758,3,10.17,0.0,0.0,0.0652,0.0502,4.02
cotton,3.041,747.42,9.66,857.08,27.46,35.68,19.0,49.96,16.03,6.28,208.58,18.12,147.69,0.831,0.5693,0.452,0.7497,0.1299,-0.1623,-0.2635,-0.0275,0.0642,-0.1089,0.1456,1,-0.58,0.68,0.0,0.1628,0.134,0.926
rice,4.383,421.67,12.89,287.07,30.18,38.07,20.37,75.96,15.65,6.17,154.42,23.48,242.5,0.6,0.7741,0.5021,0.9429,0.0362,-0.2591,-0.4579,-0.1003,0.1301,0.0407,0.3039,2,9.13,3.07,0.0,0.1881,0.2485,2.637
wheat,2.753,392.56,20.98,375.87,29.15,36.99,19.74,89.81,9.61,6.57,194.5,14.47,200.5,0.52,0.7711,0.5771,0.9244,0.0875,-0.0427,-0.1672,0.0636,0.2496,0.197,0.3407,3,2.94,1.99,0.0,0.4185,0.2021,4.718
rice,5.801,826.47,17.69,667.77,24.33,35.04,17.76,91.96,10.22,5.94,158.21,19.28,245.09,0.521,0.6132,0.344,0.7696,0.0858,-0.1019,-0.2322,-0.0042,0.2461,0.1655,0.298,3,6.15,0.04,0.0,0.1875,0.2008,2.909
rice,3.566,891.08,56.24,884.48,32.6,39.64,23.01,58.17,13.33,7.03,213.18,8.71,203.08,1.059,0.6722,0.5368,0.8637,0.1594,-0.2766,-0.4747,-0.1573,0.1908,0.0216,0.3333,1,11.26,4.64,0.0,0.2636,0.2069,2.41
cotton,6.118,486.62,13.07,495.06,33.62,41.94,28.67,69.94,17.68,6.29,169.0,18.83,97.23,1.059,0.5771,0.4101,0.7596,0.0835,-0.3711,-0.4821,-0.2812,0.1226,-0.0308,0.2772,2,-9.38,6.94,0.0,0.305,0.4165,0.588
rice,5.041,393.63,6.04,366.14,24.92,35.03,19.05,75.92,16.66,6.32,144.8,23.54,129.17,0.296,0.5936,0.3108,0.7161,0.1356,-0.1523,-0.2025,0.0219,0.1305,-0.0358,0.2428,3,-4.17,0.03,0.0,0.2569,0.2464,3.086
